S_a,0.9047760275854619
S_q,0.9026614533965122
S_sk,0.5971348779388231
S_ku,-0.24634290809540751
S_z,0.8992951179365354
S_10z,0.8955194512978517
S_v,0.8824029566787613
S_p,0.8866649997695405
S_mean,0.9064698775378022
S_sc,0.6544200914793626
S_3a,0.3494434664914337
S_dr,0.7988669751387916
S_dq,0.5482781634125969
S_dq6,0.5782125926139435
S_bi,0.5592987276056292
S_ci,0.5523662947024102
S_vi,0.70168613906998
S_pk,0.8722705003081865
S_vk,0.9050292097515147
S_k,0.9135568543299016
S_dc0-5,0.8226572309150612
S_dc5-10,0.8995948422294422
S_dc10-50,0.8971287103041423
S_dc50-95,0.9166709638844304
S_dc50-100,0.9062020058691589
S_ds,0.2670850135526869
S_td,0.5590821810435008
S_tdi,-0.3696208941204959
S_rw,0.46234722000655165
S_rwi,0.42001581718916764
S_hw,0.25018421572707156
S_fd,0.06883119726027781
S_cl20,0.23006961031464027
S_cl37,0.23006961031464027
S_tr20,0.13027974847406398
S_tr37,0.12361551899834436
