S_a,0.3132817833190102
S_q,0.3152834003475847
S_sk,0.6954387055045737
S_ku,0.28084761704040034
S_z,0.5127156817728401
S_10z,0.22500611820992833
S_v,0.3725890019454871
S_p,0.17822525372855702
S_mean,0.27403803813153027
S_sc,0.17117699291482522
S_3a,0.08156804919377175
S_dr,0.08156804919377537
S_dq,0.5171360548059777
S_dq6,0.5313237207881439
S_bi,0.7224804266093849
S_ci,0.8394725451923518
S_vi,0.6661944239346614
S_pk,0.00807044045271741
S_vk,-0.025332810578295503
S_k,0.2843931555022233
S_dc0-5,0.21519697115429756
S_dc5-10,0.18168681218281477
S_dc10-50,0.05319380866394821
S_dc50-95,0.3995773457326473
S_dc50-100,0.5541782492012194
S_ds,-0.05135554559991237
S_td,0.0698959971874947
S_tdi,0.13942967666652356
S_rw,0.47320007042859025
S_rwi,0.4845925272603204
S_hw,0.6351397858836815
S_fd,0.5766184597236835
S_cl20,0.7617808954869023
S_cl37,0.7617808954869023
S_tr20,0.13121310919719426
S_tr37,0.2475076653911052
